symbol,tb_id,bo_id,bo_idx,tb_start,tb_end,tb_date,first_bo_idx,burst_count,bo_drought,bo_vol_ratio,burst_first_drought,burst_distinct_pk,burst_max_bar_vol_ratio,burst_peak_age_max,atr,m2_depth_rel,m2_depth_atr,m1_burst_runup,label,fp_up,fp_down,fp_both,fp_none,day_drop
ACVA,tb_624#0,bo_621#0,621,624,624,2025-05-14 00:00:00,617,3,2,0.9752659377530248,157,2,1.4728800205817554,31,0.7793525722451422,0.041619236686511504,0.9366767693881967,0.09455026771761621,0.019607838692930146,0,0,0,1,0.005319157930382451
ADAPY,tb_310_316#0,bo_305#0,305,310,316,2024-02-12 00:00:00,303,3,1,2.7812643116123277,18,3,5.439091232630587,138,0.09276209305745331,0.16197176536286678,2.47946000659713,0.21874998253770128,0.6218917517148392,5,1,0,1,0.07258067152130472
ADCT,tb_305_306#0,bo_300#0,300,305,306,2024-02-05 00:00:00,298,3,1,2.75326039367453,14,4,2.75326039367453,174,0.22260251875032042,0.09685861047777274,1.6621549820561023,0.5333334165906187,0.5958450526736061,2,0,0,0,0.028037430379547517
ADCT,tb_707#0,bo_702#0,702,707,707,2025-09-12 00:00:00,697,3,1,1.539147417051659,60,3,1.539147417051659,38,0.1836706537075348,0.0878661238127287,1.7150266025733463,0.09937886037252985,0.45015114009461543,1,0,0,0,0.0568181956725673
ADNH,tb_506_508#0,bo_500#0,500,506,508,2024-11-20 00:00:00,492,4,3,1.5668482722732453,74,5,1398.5027453152331,152,0.6113343454757642,0.3162684579107936,4.547429329866437,2.9382024390756807,0.06918386056404528,0,0,0,3,0.16506187240900166
ADNT,tb_647_656#0,bo_644#0,644,647,656,2025-06-17 00:00:00,641,3,1,1.373301129775284,19,3,1.9549840535626317,94,0.7317772182613369,0.02436501806097899,0.642273644183434,0.18414474227815525,0.26940859485649143,10,0,0,0,0.029520268118731804
ADNT,tb_652_656#0,bo_646#0,646,652,656,2025-06-25 00:00:00,641,4,2,0.9798749106732975,19,3,1.9549840535626317,96,0.732144593230249,0.02854237254522443,0.7648781107844679,0.19475648206818508,0.2679005791057223,5,0,0,0,0.010449261335869556
ADUR,tb_191_193#0,bo_189#0,189,191,193,2025-05-21 00:00:00,178,3,7,4.11889900128866,116,4,6.079530127277632,125,0.4381677292976179,0.08520790685065799,1.4263944106561064,0.36982585575205795,0.5556674253400952,2,0,0,1,0.02569891119261138
AEHR,tb_658#0,bo_656#0,656,658,658,2025-07-03 00:00:00,653,3,1,3.3437554110375096,16,2,3.3437554110375096,91,0.8291217635919459,0.04977945605228948,0.952815372292926,0.20908308178504953,0.7634615100111959,1,0,0,0,0.0
AEO,tb_769_771#0,bo_764#0,764,769,771,2025-12-10 00:00:00,761,3,2,3.436490369426552,60,4,3.436490369426552,337,0.7766315888853895,0.05303649120758639,1.6553548292796747,0.18311941655135033,0.14367785736527172,0,0,0,3,0.04507861932089413
AEO,tb_772_789#0,bo_770#0,770,772,789,2025-12-15 00:00:00,761,4,6,0.7850785341352636,60,6,3.436490369426552,443,1.0646417109835762,0.07103620156156744,1.7882670421686777,0.23741352474644395,0.05608256317649176,0,1,0,11,0.0
AEO,tb_773#0,bo_771#0,771,773,773,2025-12-16 00:00:00,761,5,1,0.7914071890744483,60,6,3.436490369426552,444,1.0537871003540062,0.0277372350168888,0.7077750847438435,0.25666339703910834,0.04020464980695482,0,0,0,1,0.0
AERG,tb_632_634#0,bo_630#0,630,632,634,2025-05-27 00:00:00,624,3,4,3.0260952317350074,81,4,6.1924176811831035,211,0.11062986653257793,0.15083798138576873,2.440570429930013,1.0,0.6062092508452362,1,0,0,2,0.0
AERG,tb_635_636#0,bo_633#0,633,635,636,2025-05-30 00:00:00,624,4,3,3.0664348877635854,81,5,6.1924176811831035,236,0.1488993518816813,0.10958904258721819,1.6118270932935455,1.559999942779541,0.2854709640991727,0,0,0,2,0.0
AERG,tb_637#0,bo_635#0,635,637,637,2025-06-03 00:00:00,624,5,2,3.7827025654051307,81,5,6.1924176811831035,238,0.15690811176191985,0.13986009497229385,2.549261809713071,1.9200000762939453,0.04545458713611672,0,1,0,0,0.0
AERG,tb_640_642#0,bo_636#0,636,640,642,2025-06-06 00:00:00,624,6,1,3.4393882529555264,81,7,6.1924176811831035,394,0.16284324731726435,0.2056856212625994,3.7766380839762457,2.306666692097982,0.02440815869163508,0,0,0,3,0.2552446879129862
AERG,tb_640_642#1,bo_637#0,637,640,642,2025-06-06 00:00:00,624,7,1,3.423719676549865,81,8,6.1924176811831035,480,0.17335443985028412,0.2056856212625994,3.5476449871597286,2.8133331934611,0.02440815869163508,0,0,0,3,0.2552446879129862
AES,tb_376#0,bo_374#0,374,376,376,2024-05-16 00:00:00,366,3,3,0.9748514959180261,104,2,1.2833594053935098,103,0.5759842478268202,0.027314821396672056,0.9122614127960397,0.11832690989832906,0.04714754954352163,0,1,0,0,0.0
AEVA,tb_289_291#0,bo_285#0,285,289,291,2024-01-11 00:00:00,270,3,8,2.8392238908205583,135,4,11.294250710903002,85,0.42145068662123514,0.195312497089617,2.9659460517699814,0.6302765641681927,0.32294309602512977,0,0,0,3,0.14529913136570485
AEVA,tb_601_617#0,bo_596#0,596,601,617,2025-04-10 00:00:00,588,3,6,1.1893432363376815,53,3,6.625737454690457,268,0.4820545885404787,0.07978722156308363,1.2446721157643033,0.7446300341171861,3.1194969997133315,17,0,0,0,0.10123115963210089
AEVA,tb_610_617#0,bo_604#0,604,610,617,2025-04-24 00:00:00,588,4,8,3.135599339386299,53,5,6.625737454690457,465,0.6512898043947148,0.181034459471601,2.257059423120887,0.8615751990965814,3.7130425091265185,8,0,0,0,0.13648832520791473
AEVA,tb_623_624#0,bo_621#0,621,623,624,2025-05-13 00:00:00,618,3,1,2.41301054661051,14,3,4.026284121754959,568,0.8043882537551017,0.0898465726762199,1.529111764740917,0.42747110911589004,1.7753522490310958,2,0,0,0,0.0
AEYE,tb_318_319#0,bo_314#0,314,318,319,2024-02-23 00:00:00,310,3,1,1.2281748020447028,31,3,1.2281748020447028,105,0.31970262514072634,0.06951027843975867,1.3762791501220244,0.1257035808413447,1.3508361078508488,2,0,0,0,0.044067834691389786
AEYE,tb_320#0,bo_318#0,318,320,320,2024-02-27 00:00:00,310,4,4,0.9816830916877354,31,5,1.2281748020447028,155,0.32173562960913055,0.0710382470945342,1.6162337430835685,0.18198879566856507,1.3678831444048796,1,0,0,0,0.0
AEYE,tb_323_324#0,bo_319#0,319,323,324,2024-03-01 00:00:00,310,5,1,1.5324062195309693,31,6,1.5324062195309693,176,0.33018308872422547,0.06143794263655292,1.4234534810514199,0.26454031286959356,1.1767121704302688,2,0,0,0,0.0
AEYE,tb_328#0,bo_324#0,324,328,328,2024-03-08 00:00:00,310,6,5,1.8454099509460409,31,7,2.9511201629327903,231,0.40414433537578887,0.06666660611591367,1.3856422493752731,0.48592874102463623,1.71851844700385,1,0,0,0,0.14898993608696354
AEYE,tb_329_331#0,bo_327#0,327,329,331,2024-03-11 00:00:00,310,7,3,9.129210810810811,31,7,9.129210810810811,234,0.5214122162589435,0.14810809573611697,2.6274794545256936,0.525328373511114,1.5486815985528997,3,0,0,0,0.0036900040035552227
AG,tb_653#0,bo_647#0,647,653,653,2025-06-26 00:00:00,637,3,8,1.190421647318199,54,5,2.633254230304085,295,0.3773679042054831,0.07356308361335948,1.6926320258236185,0.2427325012117938,0.13126481271737078,0,0,0,1,0.029940068366760858
AGIG,tb_543#0,bo_540#0,540,543,543,2025-01-16 00:00:00,536,3,1,4.620329301075269,62,4,4.620329301075269,66,1.0384304106382547,0.169902909475106,3.370471400051527,0.3453238328158106,0.8604650337545248,1,0,0,0,0.12834232235088155
AGNT,tb_667#0,bo_662#0,662,667,667,2025-07-17 00:00:00,656,3,1,0.8352758963989292,198,3,1.202610665450549,74,0.33392541316059254,0.045240339835728935,1.383443662451016,0.15054922594840936,0.1537207436446706,0,0,0,1,0.03342886176303378
AGNT,tb_675#0,bo_670#0,670,675,675,2025-07-29 00:00:00,656,4,8,1.7936509827278142,198,3,1.7936509827278142,82,0.3702102014695681,0.027604407006567702,0.8163025846508318,0.22967016824954944,0.056900332786456786,0,1,0,0,0.02582360829561644
AIFA,tb_409_411#0,bo_403#0,403,409,411,2024-07-05 00:00:00,393,4,1,27.978080499542127,119,4,27.978080499542127,61,0.4805527425073773,0.13194447893787176,2.372268936338976,0.9247467909525611,0.11763460223280713,0,0,0,3,0.06451613109971018
AIFA,tb_411_413#0,bo_409#0,409,411,413,2024-07-09 00:00:00,393,5,6,4.252326812522058,119,6,27.978080499542127,113,0.7470314976620692,0.0926666259765625,1.1164182988256468,0.9971056236882951,0.05187321800455802,0,0,0,3,0.01449274026921029
AIFA,tb_418_421#0,bo_411#0,411,418,421,2024-07-18 00:00:00,393,6,2,5.792012425345845,119,6,27.978080499542127,115,0.760450663119106,0.14012735500354034,1.7358124055149557,1.1418235191825175,0.12722777308621974,0,0,0,4,0.042857103931658785
AIFA,tb_418_421#1,bo_412#0,412,418,421,2024-07-18 00:00:00,393,7,1,5.8389614051382415,119,8,27.978080499542127,348,0.7661327695097334,0.14012735500354034,1.7229385654250475,1.199710585371105,0.12722777308621974,0,0,0,4,0.042857103931658785
AIFA,tb_621#0,bo_616#0,616,621,621,2025-05-09 00:00:00,613,3,2,34.01426554648396,61,2,34.01426554648396,62,0.5726752872802329,0.13333331214057076,2.095427960518801,0.33944958409446224,1.7266186277061366,1,0,0,0,0.06164382965112722
AIFA,tb_624_626#0,bo_622#0,622,624,626,2025-05-14 00:00:00,613,4,6,59.24075990642943,61,6,59.24075990642943,210,0.6654207932110435,0.34968557072141293,7.520054550159308,0.5963302203789704,1.1380952140136376,3,0,0,0,0.08620686347740546
AIJTY,tb_621#0,bo_615#0,615,621,621,2025-05-09 00:00:00,609,4,2,48.06393180607352,25,11,48.06393180607352,515,0.08023545443477377,0.05833337472544611,1.744865856252934,3.736842039219229,0.33185840848002135,1,0,0,0,0.030836975255932368
AIJTY,tb_618#0,bo_616#0,616,618,618,2025-05-06 00:00:00,609,5,1,1.700121285627653,25,12,48.06393180607352,567,0.14771864307282076,0.125000074505803,2.0308891585672932,4.973684235292789,0.36818178419239334,1,0,0,0,0.030836975255932368
AIJTY,tb_625_631#0,bo_623#0,623,625,631,2025-05-15 00:00:00,609,6,7,1.2412998976458547,25,13,48.06393180607352,567,0.15826263933937304,0.07751930820906612,1.263720926808657,5.50000015685433,0.15894032639360475,0,7,0,0,0.0004048289510808518
AIP,tb_313_314#0,bo_308#0,308,313,314,2024-02-15 00:00:00,297,3,7,1.1426802270784473,164,3,1.8140936137305865,30,0.34083643689328497,0.050890596510534854,1.1735837254180388,0.15986395219821126,0.028236234074844213,0,0,0,2,0.012912435933984117
AIP,tb_313_314#1,bo_309#0,309,313,314,2024-02-15 00:00:00,297,4,1,1.093289338843906,164,4,1.8140936137305865,66,0.34649098256476074,0.050890596510534854,1.1544314729537581,0.18537409090754275,0.028236234074844213,0,0,0,2,0.012912435933984117
AIP,tb_522#0,bo_520#0,520,522,522,2024-12-13 00:00:00,510,3,5,4.655402896398069,94,4,4.655402896398069,152,0.4329330512574332,0.07075471443483193,1.7323694687242315,0.17529409071978397,0.2283771030302839,0,0,0,1,0.0
AIRI,tb_367_375#0,bo_363#0,363,367,375,2024-05-03 00:00:00,355,3,1,14.835949902981126,10,3,16.69840031213422,322,0.48399621092066025,0.1644736862743991,2.582664846946308,0.32889723706420626,0.06464932621448559,0,9,0,0,0.18309855371258366
AIRS,tb_724_729#0,bo_719#0,719,724,729,2025-10-07 00:00:00,714,3,1,1.3213105678865968,28,3,1.943849659083998,204,0.5316536654563444,0.08530803625454111,1.3542646970629635,0.1759531167005779,0.35480775980373497,1,5,0,0,0.027638224368655026
AKA,tb_374_375#0,bo_372#0,372,374,375,2024-05-14 00:00:00,364,3,7,1.5517241379310345,43,5,3.904225352112676,360,1.987464878887254,0.1966615631368691,3.3374181340141957,0.7788679014961675,0.011987151074033309,0,2,0,0,0.0
AKBA,tb_636_637#0,bo_634#0,634,636,637,2025-06-02 00:00:00,620,3,6,1.5948444069293233,36,3,2.6178665735462023,43,0.15006682870550284,0.08895704377343185,1.9324721149544308,0.22357721292174415,0.22388347633028016,0,0,0,2,0.0
ALEC,tb_421_427#0,bo_415#0,415,421,427,2024-07-23 00:00:00,412,3,2,0.8627753697898036,141,2,0.936141005930156,39,0.3028918880358548,0.05899706238781052,1.320603526100645,0.20125787043724563,0.030838528648178962,0,7,0,0,0.041118421568599774
ALEC,tb_421_427#1,bo_416#0,416,421,427,2024-07-23 00:00:00,412,4,1,1.0547784991407294,141,2,1.0547784991407294,40,0.3112567586257184,0.05899706238781052,1.2851129631161706,0.27463311279198144,0.030838528648178962,0,7,0,0,0.041118421568599774
ALHC,tb_497_498#0,bo_494#0,494,497,498,2024-11-07 00:00:00,492,3,1,0.9745894913389662,36,3,1.9876166821654326,452,0.7707162400241401,0.039298275060820995,0.726597404511885,0.13299236832871042,0.034624986419938386,0,2,0,0,0.026148402511230105
ALMS,tb_192#0,bo_190#0,190,192,192,2025-04-04 00:00:00,187,3,2,5.036707184980141,107,3,5.036707184980141,59,0.8053301357402314,0.19447092529684365,2.5331225932305768,1.093617138705036,0.030845717418808816,0,1,0,0,0.1321138384731597
ALMS,tb_351_358#0,bo_349#0,349,351,358,2025-11-20 00:00:00,343,3,5,2.213181407489208,77,3,2.667210957960875,127,0.3475526008282651,0.07620323131121867,1.640040012081593,0.358050875496297,2.7483379935774623,8,0,0,0,0.0
ALT,tb_506_513#0,bo_500#0,500,506,513,2024-11-20 00:00:00,490,3,2,8.55787111253607,32,5,8.55787111253607,99,0.4851253469308192,0.32625446628932153,7.5052763518570975,0.35378023698465877,0.27560637686202516,0,0,0,8,0.11186979861845456
ALTO,tb_756_759#0,bo_751#0,751,756,759,2025-11-20 00:00:00,746,3,1,2.198338461338523,104,5,58.323095620119034,214,0.14066217352511554,0.0692640049244275,1.1374760065366192,0.6724138905545647,0.4408842320037164,3,0,0,1,0.024509781005518688
ALTO,tb_759_763#0,bo_755#0,755,759,763,2025-11-25 00:00:00,746,4,4,1.0226016281616552,104,6,58.323095620119034,261,0.1539822392453998,0.16269844798964886,2.662645301431653,0.8448277297258135,0.25885804924875233,0,0,0,5,0.027777860562003345
ALTO,tb_761_766#0,bo_759#0,759,761,766,2025-11-28 00:00:00,746,5,4,2.1757227230338825,104,7,58.323095620119034,413,0.16270451774927566,0.07633580839735753,1.22922099540796,1.1120690673979539,0.20680058198274717,0,0,0,6,0.0
ALXO,tb_687_688#0,bo_681#0,681,687,688,2025-08-14 00:00:00,672,3,1,1.2890427103855897,156,3,3.871590821531491,72,0.05350814687523297,0.12222221670327385,1.6446093662775478,0.38537549337275245,2.495246851014529,2,0,0,0,0.0915804695736771
ALXO,tb_726#0,bo_722#0,722,726,726,2025-10-09 00:00:00,715,3,1,1.1207066547576239,26,4,1.6710774927702825,197,0.14995386478343153,0.1718061625426554,2.600799827721256,0.7301587962359384,0.0,0,1,0,0,0.13270135834189928
ALYAF,tb_646_648#0,bo_644#0,644,646,648,2025-06-16 00:00:00,637,3,1,9.086428700851602,73,3,9.086428700851602,58,0.05642626702286097,0.0625000084665689,1.9494469527914808,0.2076923923379601,0.1327121199308987,0,1,0,2,0.0
ALYAF,tb_648#0,bo_646#0,646,648,648,2025-06-18 00:00:00,637,5,1,5.151066812023049,73,5,9.086428700851602,226,0.07038795832950254,0.02793293485019055,0.7103480979263908,0.3461538955304768,0.10674160689570833,0,1,0,0,0.03428568158830915
AMBIQ,tb_361_362#0,bo_355#0,355,361,362,2024-08-12 00:00:00,350,3,2,4.299589287129236,144,3,7.210794281071638,71,0.4637140538987823,0.09974300000971673,1.4144492624522573,0.5754189906928844,0.06116947647094717,0,1,0,1,0.06381205784237776
AMLIF,tb_725#0,bo_723#0,723,725,725,2025-10-08 00:00:00,714,3,8,2.700042891864843,17,3,14.351117359775047,178,0.04321283970300283,0.12152269527480053,1.920725526532958,0.5833332505491078,0.3372434389224108,0,1,0,0,0.0
AMLIF,tb_728#0,bo_726#0,726,728,728,2025-10-13 00:00:00,714,4,3,5.663512060034369,17,4,14.351117359775047,225,0.052008239287121207,0.17763157937734192,3.1148910768250753,1.2666665342119057,0.0022222598982455377,0,1,0,0,0.0
AMLX,tb_326#0,bo_321#0,321,326,326,2024-03-06 00:00:00,317,3,1,1.2693579379456947,34,2,5.230971143952858,78,1.0917651774240533,0.06486534447153323,1.1852353830471327,0.27824945515672117,0.006824203323973155,0,1,0,0,0.03679097212990321
AMPX,tb_542_548#0,bo_536#0,536,542,548,2025-01-15 00:00:00,532,3,1,3.0778034558180885,33,3,4.138072590481853,199,0.3372540357412599,0.2199762114385582,2.742739461317939,0.6271186800257855,0.16413100093323307,0,7,0,0,0.14406779546864606
AMPX,tb_652_657#0,bo_646#0,646,652,657,2025-06-25 00:00:00,643,3,2,1.4378891921816723,10,3,3.387712644804024,87,0.25580192686051656,0.1475409552310209,2.4628425741525577,0.3035143049618789,1.3603198480718885,6,0,0,0,0.10156246750072193
AMPX,tb_662#0,bo_660#0,660,662,662,2025-07-10 00:00:00,657,3,1,4.044755891738736,11,3,4.044755891738736,369,0.35357142281508885,0.09339081778805383,1.838384138039825,0.4143222732521983,0.48615382267878604,0,0,0,1,0.0
AMPX,tb_665_666#0,bo_662#0,662,665,666,2025-07-15 00:00:00,657,4,2,3.963217325187661,11,4,4.044755891738736,382,0.39899779287751125,0.06177606438246734,1.2030142212361612,0.662404055579211,0.29318197661238843,0,0,0,2,0.009230760427621694
AMPX,tb_674#0,bo_667#0,667,674,674,2025-07-28 00:00:00,657,5,5,2.774412438991586,11,5,4.044755891738736,489,0.5064495027845449,0.12052837230941289,2.1621114464686255,1.0613811362370682,0.4819058991486529,0,0,0,1,0.032332533245351555
AMPX,tb_674#1,bo_668#0,668,674,674,2025-07-28 00:00:00,657,6,1,3.6806396281259124,11,6,4.044755891738736,504,0.5352745274007995,0.12052837230941289,2.045679760525763,1.2148336719466521,0.4819058991486529,0,0,0,1,0.032332533245351555
AMRN,tb_661_663#0,bo_656#0,656,661,663,2025-07-09 00:00:00,634,5,5,1.1186401480111008,26,6,12.037635054911215,262,0.997908457040101,0.031609152248188596,0.5511519951358075,0.4889282128202379,0.0019316548536469174,0,0,0,3,0.00951813518711136
AMRN,tb_668#0,bo_661#0,661,668,668,2025-07-18 00:00:00,634,6,5,1.0164310278945359,26,7,12.037635054911215,262,0.961141953859688,0.09834187169028932,1.7895372337534916,0.5349867123349115,0.04298358522713852,0,0,0,1,0.04902539331037755
AMSC,tb_389_390#0,bo_387#0,387,389,390,2024-06-05 00:00:00,380,3,2,3.945477842088985,52,2,9.24408269249975,211,1.0450266412203402,0.05312502474657169,1.1387274612137948,0.36286094289355564,0.4905965389815279,2,0,0,0,0.0
